date,mission,class,vol_init,user_label_id,B2,B3,B4,B5,B6,B7,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SR_QA_AEROSOL,ST_ATRAN,ST_B10,ST_CDIST,ST_DRAD,ST_EMIS,ST_EMSD,ST_QA,ST_TRAD,ST_URAD,cirrus_conf,high_conf_cirrus,QA_PIXEL,QA_RADSAT,system:index,B11,B12,B8,system:time_start,.geo,CLOUD_COVER,IMAGE_QUALITY_OLI,IMAGE_QUALITY_TIRS,DATA_SOURCE_AIR_TEMPERATURE,DATA_SOURCE_ELEVATION,DATA_SOURCE_OZONE,DATA_SOURCE_PRESSURE,DATA_SOURCE_REANALYSIS,DATA_SOURCE_TIRS_STRAY_LIGHT_CORRECTION,DATA_SOURCE_WATER_VAPOR,NADIR_OFFNADIR,SR_QA_AEROSOL_binary,QA_PIXEL_binary,QA_RADSAT_binary
2022-07-24,LANDSAT_9,cloud,MRB,18,0.64813,0.64257,0.65254,0.65986,0.56764,0.49619,0.63352,0.64813,0.64257,0.65254,0.65986,0.56764,0.49619,224,6977,273.928631,0,1045,9880,0,707,6555,2203,1,0,22280,0,00000000000000001b64,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.85438262575295,46.730340069567355]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,19,0.53876,0.54739,0.55441,0.57128,0.49479,0.42288,0.53134,0.53876,0.54739,0.55441,0.57128,0.49479,0.42288,224,6978,274.39689974,0,1044,9880,0,705,6592,2202,1,0,22280,0,00000000000000001b65,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.78091001769532,46.72469038853263]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,20,0.29397,0.31561,0.33607,0.3745,0.39862,0.38065,0.28091,0.29397,0.31561,0.33607,0.3745,0.39862,0.38065,224,6974,277.12106168,0,1045,9880,0,696,6806,2204,1,0,22280,0,00000000000000001b66,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.73833897993808,46.75386628672534]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,21,0.39819,0.40126,0.41511,0.44078,0.40111,0.36117,0.38923,0.39819,0.40126,0.41511,0.44078,0.40111,0.36117,96,6971,276.52632619999997,0,1045,9880,0,698,6758,2205,1,0,22280,0,00000000000000001b67,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.76237353461616,46.78349701322548]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,01100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,22,0.49231,0.48999,0.50818,0.53161,0.49427,0.44692,0.47129,0.49231,0.48999,0.50818,0.53161,0.49427,0.44692,224,6971,275.63251397,0,1045,9880,0,701,6685.5,2204,1,0,22280,0,00000000000000001b68,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.56736366824579,46.83472316612747]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,23,0.02462,0.09901,0.09292,0.12795,0.17139,0.1475,-0.01109,0.02462,0.09901,0.09292,0.12795,0.17139,0.1475,224,6963,284.50569389,0,1047,9880,0,671,7417,2208,1,0,22280,0,00000000000000001b69,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.9489824546018,46.78904859403702]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,24,0.04993,0.07464,0.08263,0.1062,0.11221,0.10255,0.01787,0.04993,0.07464,0.08263,0.1062,0.11221,0.10255,224,6962,283.36407521,0,1047,9880,0,675,7319,2208,1,0,22280,0,00000000000000001b6a,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.95198788871183,46.79404278721688]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,25,0.4729,0.46971,0.4845,0.49858,0.45401,0.41105,0.46654,0.4729,0.46971,0.4845,0.49858,0.45401,0.41105,224,6964,274.38322766,0,1041,9880,0,707,6572,2193,1,0,22280,0,00000000000000001b6b,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.18267256126397,47.04962954139829]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,26,1.03588,0.99762,1.00233,0.98704,0.60974,0.41858,1.02081,1.03588,0.99762,1.00233,0.98704,0.60974,0.41858,192,6955,273.03652778000003,0,1042,9880,0,713,6467,2197,1,0,22280,0,00000000000000001b6c,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.0625087060757,47.062494047937484]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11000000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,27,0.21698,0.23733,0.25578,0.29979,0.32968,0.31791,0.20161,0.21698,0.23733,0.25578,0.29979,0.32968,0.31791,224,6925,278.51903186,0,1050,9880,0,695,6896,2214,1,0,22280,0,00000000000000001b6d,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.4356997914407,47.08938242728977]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,28,0.37398,0.38303,0.3965,0.42706,0.41743,0.39488,0.35795,0.37398,0.38303,0.3965,0.42706,0.41743,0.39488,64,6981,274.82757026,0,1038,9880,0,703,6614,2189,1,0,22280,0,00000000000000001b6e,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.2180332326178,46.97612571963329]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,01000000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,29,0.34332,0.35671,0.37678,0.41102,0.41512,0.40294,0.32327,0.34332,0.35671,0.37678,0.41102,0.41512,0.40294,160,6978,275.69916536,0,1039,9880,0,700,6682,2190,1,0,22280,0,00000000000000001b6f,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.26472447974844,46.971911869137784]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,10100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,30,0.52471,0.46082,0.47831,0.50328,0.37343,0.29448,0.50584,0.52471,0.46082,0.47831,0.50328,0.37343,0.29448,192,6935,271.97694158,0,1047,9880,0,718,6382,2204,1,0,22280,0,00000000000000001b70,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.24485472545427,47.24850990748303]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11000000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,31,1.01403,0.98425,0.99296,0.97294,0.45874,0.27905,0.99635,1.01403,0.98425,0.99296,0.97294,0.45874,0.27905,224,6977,271.91712623,0,1043,9880,0,715,6397,2199,1,0,22280,0,00000000000000001b71,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.32999680096877,46.835806727683455]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,32,0.04041,0.11272,0.1284,0.16934,0.25195,0.22593,0.04133,0.0404,0.11272,0.1284,0.16934,0.25195,0.22593,194,6976,281.06374774999995,0,1044,9880,0,681,7127,2201,1,0,22280,0,00000000000000001b72,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.42063248898111,46.811375313011624]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11000010,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,33,0.64571,0.63484,0.64072,0.64678,0.54107,0.4585,0.63974,0.64571,0.63484,0.64072,0.64678,0.54107,0.4585,224,6975,274.57121875999997,0,1043,9880,0,705,6600,2199,1,0,22280,0,00000000000000001b73,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.38630186997062,46.884638343319736]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,34,0.03028,0.12597,0.13314,0.18354,0.25653,0.25205,0.03217,0.03028,0.12597,0.13314,0.18354,0.25653,0.25205,224,6975,280.26222206,0,1042,9880,0,684,7057,2198,1,0,22280,0,00000000000000001b74,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.37153778638266,46.90856587957253]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,35,0.05171,0.10552,0.09101,0.12337,0.18336,0.19109,0.03891,0.05171,0.10552,0.09101,0.12337,0.18336,0.19109,224,6975,279.70166678,0,1042,9880,0,686,7010,2198,1,0,22280,0,00000000000000001b75,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.36810427857152,46.90821361058931]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,36,-0.03526,0.00849,-8e-5,0.03057,0.07859,0.07499,-0.06335,-0.03526,0.00849,-8e-5,0.03057,0.07859,0.07499,224,6975,281.51321738,0,1042,9880,0,680,7161,2198,1,0,22280,0,00000000000000001b76,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.36673087544705,46.90622039241842]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,37,0.05578,0.10096,0.08027,0.09722,0.15493,0.16472,0.04941,0.05578,0.10096,0.08027,0.09722,0.15493,0.16472,224,6976,281.01931348999994,0,1042,9880,0,682,7119.5,2197,1,0,22280,0,00000000000000001b77,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.31694947128638,46.89414068766463]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,38,-0.01209,0.08276,0.07332,0.099030000000000007,0.13732,0.12849,-0.05668,-0.01209,0.08276,0.07332,0.099030000000000007,0.13732,0.12849,224,6977,282.74028656,0,1042,9880,0,676,7265.5,2197,1,0,22280,0,00000000000000001b78,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.25309514420104,46.87477927089057]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,39,0.13558,0.13261,0.13223,0.14416,0.16091,0.14301,0.12725,0.13558,0.13261,0.13223,0.14416,0.16091,0.14301,160,6968,283.32134996,0,1044,9880,0,675,7314,2203,1,0,22280,0,00000000000000001b79,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.51262374371369,46.97406115584554]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,10100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,40,0.81602,0.78231,0.79774,0.80232,0.62599,0.50133,0.79743,0.81602,0.78231,0.79774,0.80232,0.62599,0.50133,224,6988,277.9277144,0,1042,9880,0,691,6875,2199,1,0,22280,0,00000000000000001b7a,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.81303537943857,46.68285956155026]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,41,0.63159,0.61899,0.62236,0.62991,0.51181,0.41684,0.62064,0.63159,0.61899,0.62236,0.62991,0.51181,0.41684,224,6988,279.34619269999996,0,1042,9880,0,686,6991,2199,1,0,22280,0,00000000000000001b7b,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.79724124350727,46.70052206082296]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,42,0.88144,0.87795,0.89808,0.90954,0.71893,0.56959,0.8583,0.88144,0.87795,0.89808,0.90954,0.71893,0.56959,224,6987,279.34106567,0,1042,9880,0,686.5,6989,2198,1,0,22280,0,00000000000000001b7c,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.83706993411664,46.7273569309626]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,43,0.66992,0.64292,0.654,0.66838,0.49372,0.36639,0.66567,0.66992,0.64292,0.654,0.66838,0.49372,0.36639,224,6986,278.33616779,0,1042,9880,0,690,6906,2198,1,0,22280,0,00000000000000001b7d,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.86110002969367,46.73982903660909]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,44,0.48028,0.47673,0.49139,0.51075,0.42998,0.35569,0.46634,0.48028,0.47673,0.49139,0.51075,0.42998,0.35569,224,6984,279.5000036,0,1042,9880,0,686,7001,2199,1,0,22280,0,00000000000000001b7e,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.6623177638321,46.758178237444014]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,45,0.53047,0.53936,0.55518,0.57609,0.51754,0.45416,0.51438,0.53047,0.53936,0.55518,0.57609,0.51754,0.45416,128,6986,280.04005076,0,1043,9880,0,684,7048,2200,1,0,22280,0,00000000000000001b7f,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.68120205679344,46.72194358228372]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,10000000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,46,0.40852,0.43019,0.43254,0.43679,0.38745,0.32419,0.39918,0.40852,0.43019,0.43254,0.43679,0.38745,0.32419,96,6956,280.94924407999997,0,1048,9880,0,684,7121.5,2219,1,0,22280,0,00000000000000001b80,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.527733175837,46.736065555319975]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,01100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,47,0.60326,0.59984,0.613,0.62431,0.56036,0.50949,0.58294,0.60326,0.59984,0.613,0.62431,0.56036,0.50949,224,6955,282.34550525,0,1047,9880,0,679,7237.5,2218,1,0,22280,0,00000000000000001b81,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.53494354224041,46.75582829118885]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,48,0.14424,0.13212,0.1343,0.14233,0.14445,0.12476,0.12484,0.14424,0.13212,0.1343,0.14233,0.14445,0.12476,224,6957,288.3868556,0,1048,9880,0,660,7765.5,2220,1,0,22280,0,00000000000000001b82,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.52498636958808,46.69604958246635]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11100000,0101011100001000,0
2022-07-24,LANDSAT_9,cloud,MRB,49,0.12967,0.1314,0.1216,0.12688,0.14482,0.13105,0.08871,0.09194,0.11367,0.10584,0.10745,0.11369,0.09888,192,6963,289.83267806000003,0,1048,9880,0,655,7899.5,2219,1,0,22280,0,00000000000000001b83,NA,NA,NA,2022-07-24T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.53975045317604,46.6354994492616]}",,,,MODIS,GLS2000,MODIS,Calculated,GEOS-5 FP-IT,,MODIS,NADIR,11000000,0101011100001000,0
