date,mission,class,vol_init,user_label_id,B2,B3,B4,B5,B6,B7,B8,B11,B12,SR_B1,SR_B11,SR_B12,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SR_B8,SR_B8A,SR_B9,cirrus,opaque_cloud,QA10,QA20,QA60,MSK_CLDPRB,MSK_SNWPRB,system:index,AOT,SCL,TCI_B,TCI_G,TCI_R,WVP,system:time_start,.geo,AOT_RETRIEVAL_ACCURACY,CLOUDY_PIXEL_PERCENTAGE,CLOUD_COVERAGE_ASSESSMENT,CLOUD_SHADOW_PERCENTAGE,DARK_FEATURES_PERCENTAGE,HIGH_PROBA_CLOUDS_PERCENTAGE,MEDIUM_PROBA_CLOUDS_PERCENTAGE,NODATA_PIXEL_PERCENTAGE,SATURATED_DEFECTIVE_PIXEL_PERCENTAGE,SNOW_ICE_PERCENTAGE,THIN_CIRRUS_PERCENTAGE,WATER_VAPOUR_RETRIEVAL_ACCURACY,GENERAL_QUALITY,GEOMETRIC_QUALITY,RADIOMETRIC_QUALITY,QA10_binary,QA20_binary,QA60_binary
2021-08-29,Sentinel-2B,openWater,ANK,11,0.0317,0.0234,0.0168,0.0158,0.0152,0.0156,0.0134,107,99,0.0299,0.0107,0.0099,0.0317,0.0234,0.0168,0.0158,0.0152,0.0156,0.0134,0.0134,0.0132,0,0,0,0,0,0,0,0000000000000000032c,93,6,33,24,18,2179,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.40838087704047,46.713765590951695]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,openWater,ANK,12,0.0315,0.0232,0.0157,0.0154,0.0146,0.0152,0.013,98,99,0.0306,0.0105,0.0085,0.0322,0.0231,0.0155,0.0154,0.0146,0.0148,0.012,0.0132,0.0115,0,0,0,0,0,0,0,0000000000000000032d,93,6,33,24,16,2179,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.40357396610486,46.76882211165859]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,openWater,ANK,13,0.0341,0.0245,0.0164,0.0152,0.0136,0.0127,0.0121,93,70,0.0351,0.0093,0.007,0.0341,0.0245,0.0164,0.0152,0.0136,0.0127,0.0121,0.0126,0.0106,0,0,0,0,0,0,0,0000000000000000032e,93,6,35,25,17,2106,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.2226459408613,46.76764490898048]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,openWater,ANK,14,0.0341,0.0259,0.0162,0.0162,0.0147,0.0139,0.0129,92,91,0.0356,0.0092,0.0091,0.0341,0.0259,0.0162,0.0162,0.0147,0.0139,0.0129,0.0129,0.0131,0,0,0,0,0,0,0,0000000000000000032f,93,6,35,27,17,2106,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.23843561769154,46.69823008288149]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,openWater,ANK,15,0.0357,0.0277,0.0178,0.0177,0.0148,0.0147,0.0152,109.5,97.5,0.0357,0.011,0.0098,0.0357,0.0277,0.0178,0.0177,0.0148,0.0147,0.0152,0.0137,0.0118,0,0,0,0,0,0,0,00000000000000000330,90.5,6,37,29,19,2175,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.13061901332027,46.842294719716215]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,openWater,ANK,16,0.0312,0.0238,0.0137,0.0136,0.0123,0.0124,0.0104,79,73,0.0286,0.0079,0.0073,0.0312,0.0238,0.0137,0.0136,0.0123,0.0124,0.0104,0.0108,0.007,0,0,0,0,0,0,0,00000000000000000331,88,6,33,25,15,2326,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.85796974075414,47.23188637875578]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,openWater,ANK,17,0.032,0.0254,0.0155,0.0132,0.0125,0.0123,0.0118,81,77,0.03,0.0081,0.0077,0.032,0.0254,0.0155,0.0132,0.0125,0.0123,0.0118,0.0117,0.0066,0,0,0,0,0,0,0,00000000000000000332,88,6,33,26,16,2326,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.79376760378663,47.137152776875325]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,openWater,ANK,18,0.0337,0.0264,0.0174,0.0152,0.0142,0.0147,0.0132,104,97,0.032,0.0104,0.0097,0.0337,0.0264,0.0174,0.0152,0.0142,0.0147,0.0132,0.0141,0.0099,0,0,0,0,0,0,0,00000000000000000333,88,6,35,27,18,2326,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.5802212543371,47.2034373140348]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,openWater,ANK,19,0.0301,0.024,0.0127,0.0122,0.0107,0.0114,0.0087,70,60,0.0284,0.007,0.006,0.0301,0.024,0.0127,0.0122,0.0107,0.0114,0.0087,0.0095,0.0085,0,0,0,0,0,0,0,00000000000000000334,88,6,31,25,14,2326,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.98533504414372,47.10070854396551]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,openWater,ANK,20,0.0319,0.0243,0.0152,0.0149,0.014,0.0138,0.0125,92,73,0.0305,0.0092,0.0073,0.0319,0.0243,0.0152,0.0149,0.014,0.0138,0.0125,0.0122,0.0099,0,0,0,0,0,0,0,00000000000000000335,88,6,33,25,16,2326,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.68870672386639,47.10959107326398]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,openWater,ANK,21,0.0461,0.0334,0.0226,0.0197,0.0195,0.0212,0.0201,142,114,0.0376,0.0142,0.0114,0.0461,0.0334,0.0226,0.0197,0.0195,0.0212,0.0201,0.0181,0.014,0,0,0,0,0,0,0,00000000000000000336,88,6,47,34,23,2244,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.12974948861485,47.07948322295112]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,openWater,ANK,22,0.0365,0.0314,0.0244,0.0232,0.0194,0.0175,0.0175,140,132,0.036,0.014,0.0132,0.0365,0.0314,0.0244,0.0232,0.0194,0.0175,0.0175,0.0175,0.0164,0,0,0,0,0,0,0,00000000000000000337,88,6,38,33,25,2244,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.13489975033157,47.02685245321729]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,openWater,ANK,23,0.0378,0.028,0.0197,0.0191,0.0171,0.0156,0.016,119,113,0.0374,0.0119,0.0113,0.0378,0.028,0.0197,0.0191,0.0171,0.0156,0.016,0.0151,0.0136,0,0,0,0,0,0,0,00000000000000000338,88,6,39,29,20,2244,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.19978412976027,47.01491543969722]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,openWater,ANK,24,0.0374,0.0284,0.0175,0.0182,0.0172,0.0171,0.0165,119,112,0.0371,0.0119,0.0112,0.0374,0.0284,0.0175,0.0182,0.0172,0.0171,0.0165,0.0143,0.0145,0,0,0,0,0,0,0,00000000000000000339,88,6,38,29,18,2244,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.12974948861485,47.054226874584394]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,openWater,ANK,25,0.0338,0.026,0.0167,0.0176,0.0159,0.0145,0.0138,109,99,0.035,0.0109,0.0099,0.0338,0.026,0.0167,0.0176,0.0159,0.0145,0.0138,0.0139,0.0131,0,0,0,0,0,0,0,0000000000000000033a,88,6,36,27,18,2244,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.10880509096681,47.01421090173077]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,lightNearShoreSediment,ANK,26,0.0704,0.1045,0.1399,0.1303,0.0585,0.0588,0.0456,52,33,0.0584,0.0052,0.0033,0.0704,0.1045,0.1399,0.1303,0.0585,0.0588,0.0456,0.0335,0.0124,0,0,0,0,0,0,0,0000000000000000033b,105,6,72,107,143,2074,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.99094705461579,46.69694140267705]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,lightNearShoreSediment,ANK,27,0.0768,0.1124,0.1663,0.1627,0.0894,0.0856,0.0728,125,112,0.0616,0.0125,0.0112,0.0768,0.1124,0.1663,0.1627,0.0894,0.0856,0.0728,0.0543,0.0198,0,0,0,0,0,0,0,0000000000000000033c,105,6,79,115,169,2074,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.93816021634508,46.681401435505784]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,lightNearShoreSediment,ANK,28,0.0715,0.109,0.1632,0.1597,0.0873,0.0846,0.0687,66,59,0.0566,0.0066,0.0059,0.0715,0.109,0.1632,0.1597,0.0873,0.0846,0.0687,0.05,0.0169,0,0,0,0,0,0,0,0000000000000000033d,105,6,74,111,166,2074,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.89730593249344,46.688406683260745]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,lightNearShoreSediment,ANK,29,0.0703,0.1106,0.1768,0.1817,0.1153,0.1155,0.0935,51,46,0.0568,0.0051,0.0046,0.0703,0.1106,0.1768,0.1817,0.1153,0.1155,0.0935,0.0728,0.0186,0,0,0,0,0,0,0,0000000000000000033e,105,6,73,113,181,2074,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.88245712598544,46.69076108861697]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,lightNearShoreSediment,ANK,30,0.0727,0.1079,0.1774,0.1847,0.1282,0.1286,0.1075,65,57,0.0574,0.0065,0.0057,0.0727,0.1079,0.1774,0.1847,0.1282,0.1286,0.1075,0.0867,0.023,0,0,0,0,0,0,0,0000000000000000033f,105,6,74,111,181,2074,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.8638314608852,46.69264728836258]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,lightNearShoreSediment,ANK,31,0.0697,0.1054,0.1505,0.1401,0.0661,0.0642,0.0528,92,55,0.0551,0.0092,0.0055,0.0697,0.1054,0.1505,0.1401,0.0661,0.0642,0.0528,0.0389,0.0144,0,0,0,0,0,0,0,00000000000000000340,93,6,71,108,153,2179,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.51724337240506,46.756916311845885]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,lightNearShoreSediment,ANK,32,0.0701,0.1089,0.1532,0.1405,0.0649,0.0613,0.0496,90,73,0.0583,0.009,0.0073,0.0701,0.1089,0.1532,0.1405,0.0649,0.0613,0.0496,0.0351,0.0153,0,0,0,0,0,0,0,00000000000000000341,93,6,72,111,156,2179,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.51351110482335,46.757504913184945]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,lightNearShoreSediment,ANK,33,0.053900000000000003,0.0779,0.0741,0.0609,0.0248,0.0264,0.0217,87,67,0.0457,0.0087,0.0067,0.053900000000000003,0.0779,0.0741,0.0609,0.0248,0.0264,0.0217,0.0156,0.0415,0,0,0,0,0,0,0,00000000000000000342,93,6,55,80,76,2179,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.45463759361469,46.77299583024462]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,lightNearShoreSediment,ANK,34,0.0677,0.1032,0.1483,0.1349,0.0633,0.063,0.0492,78,54,0.0578,0.0078,0.0054,0.0677,0.1032,0.1483,0.1349,0.0633,0.063,0.0492,0.0355,0.0168,0,0,0,0,0,0,0,00000000000000000343,93,6,69,105,151,2179,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.51540176366998,46.75716156240384]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,lightNearShoreSediment,ANK,35,0.0632,0.0916,0.1045,0.0887,0.0346,0.0347,0.0282,86,58,0.0474,0.0086,0.0058,0.0632,0.0916,0.1045,0.0887,0.0346,0.0347,0.0282,0.0213,0.0247,0,0,0,0,0,0,0,00000000000000000344,93,6,64,94,106,2179,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.54649507531568,46.75561871343933]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,lightNearShoreSediment,ANK,36,0.076,0.105,0.1353,0.1319,0.0649,0.0687,0.0536,184,145,0.0641,0.0184,0.0145,0.076,0.105,0.1353,0.1319,0.0649,0.0687,0.0536,0.043,0.0512,0,0,0,0,0,0,0,00000000000000000345,93,6,78,107,138,2179,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.94382973153824,46.58833999652036]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,lightNearShoreSediment,ANK,37,0.0798,0.1031,0.1264,0.1255,0.0623,0.0643,0.0504,163,143,0.0826,0.0163,0.0143,0.0798,0.1031,0.1264,0.1255,0.0623,0.0643,0.0504,0.0424,0.0639,0,0,0,0,0,0,0,00000000000000000346,93,6,82,106,129,2179,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.93979424508488,46.59021281896281]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,lightNearShoreSediment,ANK,38,0.092,0.1298,0.1666,0.1526,0.0905,0.099,0.0578,473,412,0.0857,0.0473,0.0412,0.092,0.1298,0.1666,0.1526,0.0905,0.099,0.0578,0.0804,0.0759,0,0,0,0,0,8,0,00000000000000000347,93,6,94,132,170,2179,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.47457623217886,46.574869052237915]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,lightNearShoreSediment,ANK,39,0.0807,0.1026,0.1246,0.123,0.0612,0.0634,0.0502,155,121,0.07,0.0155,0.0121,0.0807,0.1026,0.1246,0.123,0.0612,0.0634,0.0502,0.0376,0.0221,0,0,0,0,0,0,0,00000000000000000348,93,6,83,105,128,2179,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.93904065700686,46.58999878211225]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,lightNearShoreSediment,ANK,40,0.0469,0.0627,0.0749,0.0811,0.0314,0.0355,0.0294,57,31,0.04,0.0057,0.0031,0.0469,0.0627,0.0749,0.0811,0.0314,0.0355,0.0294,0.0174,0.0141,0,0,0,0,0,0,0,00000000000000000349,93,6,48,65,77,2179,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.91070752891326,46.66171004525376]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,lightNearShoreSediment,ANK,41,0.0433,0.0608,0.079,0.0962,0.0782,0.0863,0.0797,712,422,0.0305,0.0712,0.0422,0.0433,0.0608,0.079,0.0962,0.0782,0.0863,0.0797,0.0854,0.163,0,0,0,0,0,0,0,0000000000000000034a,76,6,44,62,81,2326,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.83024305040382,46.93569950948274]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,lightNearShoreSediment,ANK,42,0.0416,0.0613,0.0725,0.0706,0.0266,0.0272,0.0241,56,52,0.0337,0.0056,0.0052,0.0416,0.0613,0.0725,0.0706,0.0266,0.0272,0.0241,0.016,0.07,0,0,0,0,0,0,0,0000000000000000034b,76,6,43,63,74,2326,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.82953405333632,46.935525604541674]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,lightNearShoreSediment,ANK,43,0.0524,0.075,0.0924,0.0872,0.0446,0.0393,0.0426,135,96.5,0.0427,0.0135,0.0097,0.0524,0.075,0.0924,0.0872,0.0446,0.0393,0.0426,0.0317,0.0409,0,0,0,0,0,0,0,0000000000000000034c,84.5,6,54,76.5,94,2252.5,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.93513448448402,46.933898032657154]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,lightNearShoreSediment,ANK,44,0.05,0.0708,0.0707,0.0621,0.0203,0.019,0.0198,112.5,82,0.0325,0.0112,0.0082,0.05,0.0708,0.0707,0.0621,0.0203,0.019,0.0198,0.0182,0.0718,0,0,0,0,0,0,0,0000000000000000034d,84.5,6,51.5,73,72.5,2252.5,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.91367283111379,46.9342681380446]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,lightNearShoreSediment,ANK,45,0.0442,0.0667,0.0797,0.079,0.029,0.0294,0.0227,171,103,0.0353,0.0171,0.0103,0.0442,0.0667,0.0797,0.079,0.029,0.0294,0.0227,0.0142,0.0498,0,0,0,0,0,0,0,0000000000000000034e,76,6,45,68,82,2326,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-90.82728220730434,46.93423692433722]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,offShoreSediment,ANK,46,0.0574,0.0717,0.0352,0.0268,0.0163,0.0166,0.0139,68,61,0.0449,0.0068,0.0061,0.0574,0.0717,0.0352,0.0268,0.0163,0.0166,0.0139,0.0127,0.0103,0,0,0,0,0,0,0,0000000000000000034f,105,6,58,73,36,2074,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.9307358130911,46.69721786694235]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,offShoreSediment,ANK,47,0.0546,0.0722,0.0378,0.0274,0.0136,0.0149,0.0117,54,49,0.0419,0.0054,0.0049,0.0546,0.0722,0.0378,0.0274,0.0136,0.0149,0.0117,0.0097,0.0086,0,0,0,0,0,0,0,00000000000000000350,105,6,56,73,39,2074,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.86970855607365,46.69792686400985]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,offShoreSediment,ANK,48,0.0517,0.0657,0.0294,0.0212,0.0125,0.0144,0.0114,50,42,0.0387,0.005,0.0042,0.0517,0.0657,0.0294,0.0212,0.0125,0.0144,0.0114,0.0106,0.0068,0,0,0,0,0,0,0,00000000000000000351,105,6,53,67,31,2074,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.80620649797152,46.70190884125058]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,offShoreSediment,ANK,49,0.0614,0.0834,0.0538,0.0409,0.0178,0.0187,0.0148,63,55,0.0467,0.0063,0.0055,0.0614,0.0834,0.0538,0.0409,0.0178,0.0187,0.0148,0.0128,0.0093,0,0,0,0,0,0,0,00000000000000000352,105,6,63,86,55,2074,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.76140145058649,46.71456377004026]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,offShoreSediment,ANK,50,0.0563,0.0723,0.0376,0.0263,0.0139,0.0151,0.0117,44,32,0.0413,0.0044,0.0032,0.0563,0.0723,0.0376,0.0263,0.0139,0.0151,0.0117,0.0118,0.0073,0,0,0,0,0,0,0,00000000000000000353,105,6,58,74,39,2074,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.70166287377349,46.736038800713665]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
2021-08-29,Sentinel-2B,offShoreSediment,ANK,51,0.0555,0.0681,0.0319,0.0239,0.0128,0.0129,0.0112,57,45,0.0456,0.0057,0.0045,0.0555,0.0681,0.0319,0.0239,0.0128,0.0129,0.0112,0.0092,0.0056,0,0,0,0,0,0,0,00000000000000000354,93,6,57,70,33,2179,2021-08-29T00:00:00Z,"{""type"":""Point"",""coordinates"":[-91.5077187325549,46.76512105778423]}",,,,,,,,,,,,,PASSED,PASSED,PASSED,0,0,000000000000
