system:index,B11,B12,B5,B6,B7,B8,Blue,Green,QA_PIXEL,QA_RADSAT,Red,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SR_QA_AEROSOL,ST_ATRAN,ST_B10,ST_CDIST,ST_DRAD,ST_EMIS,ST_EMSD,ST_QA,ST_TRAD,ST_URAD,cirrus_conf,class,date,high_conf_cirrus,mission,system:time_start,vol_init,.geo,SR_ATMOS_OPACITY,SR_CLOUD_QA,ST_B6,AOT,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,SR_B11,SR_B12,SR_B8,SR_B8A,SR_B9,TCI_B,TCI_G,TCI_R,WVP,cirrus,opaque_cloud
00000000000000001b5d,NA,NA,0.44801,0.423535,0.41463875000000006,NA,0.4010125,0.4082175,22280,0,0.41840625,0.386905,0.4010125,0.4082175,0.41840625,0.44801,0.423535,0.41463875000000006,64,6950,279.7905353,0,1049,9880,0,688,7017,2214,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.75052124401608,46.93113784910506]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b5e,NA,NA,0.10452125,0.16814250000000003,0.14859,NA,-0.02681875,0.0831125,22280,0,0.07146625000000001,-0.07387125000000001,-0.02681875,0.0831125,0.07146625000000001,0.10452125,0.16814250000000003,0.14859,224,6949,280.44679514,0,1049,9880,0,686,7071,2215,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.74683356744488,46.933131067275966]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b5f,NA,NA,0.1647875,0.20236625000000005,0.17882625,NA,0.00283999999999999,0.079675,22280,0,0.08773250000000002,0.00670374999999999,0.00283999999999999,0.079675,0.08773250000000002,0.1647875,0.20236625000000005,0.17882625,224,6948,279.44189726,0,1050,9880,0,689,6988,2215,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.74683356744488,46.94063127524786]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b60,NA,NA,0.18152125,0.19092625,0.17244625,NA,0.1283225,0.155905,22280,0,0.14956625,0.1188075,0.1283225,0.155905,0.14956625,0.18152125,0.19092625,0.17244625,224,6948,279.04198892,0,1050,9880,0,691,6956,2215,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.74949119167275,46.94063127524786]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b61,NA,NA,0.31874625,0.3294575,0.3176875,NA,0.2515225,0.27603875,22280,0,0.27372875,0.22860125,0.2515225,0.27603875,0.27372875,0.31874625,0.3294575,0.3176875,224,6949,277.67819894,0,1049,9880,0,696,6845,2215,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.76992279269963,46.92873439363727]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b62,NA,NA,0.5964825,0.33427,0.21294,NA,0.6245050000000001,0.5904050000000001,22280,0,0.5936224999999999,0.62368,0.6245050000000001,0.5904050000000001,0.5936224999999999,0.5964825,0.33427,0.21294,112.5,6974,272.85537272,0,1045,9880,0,712,6471,2203,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.98416030281244,46.713395485564256]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b63,NA,NA,0.454885,0.413195,0.3846225,NA,0.267555,0.32412250000000004,22280,0,0.3274225,0.2690675,0.267555,0.32412250000000004,0.3274225,0.454885,0.413195,0.3846225,224,6977,275.4838301,0,1045,9880,0,701,6676,2202,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.90038717132136,46.69126050793495]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b64,NA,NA,0.65985625,0.5676350000000001,0.49619,NA,0.6481275,0.6425725,22280,0,0.65254125,0.633525,0.6481275,0.6425725,0.65254125,0.65985625,0.5676350000000001,0.49619,224,6977,273.928631,0,1045,9880,0,707,6555,2203,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.85438262575295,46.730340069567355]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b65,NA,NA,0.5712787500000001,0.4947875,0.422875,NA,0.53876,0.547395,22280,0,0.5544074999999999,0.531335,0.53876,0.547395,0.5544074999999999,0.5712787500000001,0.4947875,0.422875,224,6978,274.39689974,0,1044,9880,0,705,6592,2202,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.78091001769532,46.72469038853263]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b66,NA,NA,0.3745025,0.39862,0.38064875,NA,0.29396875,0.31561125,22280,0,0.33607125,0.28090625,0.29396875,0.31561125,0.33607125,0.3745025,0.39862,0.38064875,224,6974,277.12106168,0,1045,9880,0,696,6806,2204,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.73833897993808,46.75386628672534]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b67,NA,NA,0.4407775,0.40110875,0.361165,NA,0.39819375,0.40126000000000006,22280,0,0.41510625,0.38922875,0.39819375,0.40126000000000006,0.41510625,0.4407775,0.40110875,0.361165,96,6971,276.52632619999997,0,1045,9880,0,698,6758,2205,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.76237353461616,46.78349701322548]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b68,NA,NA,0.53161,0.494265,0.44692375,NA,0.4923125,0.48998875,22280,0,0.50818,0.47128875,0.4923125,0.48998875,0.50818,0.53161,0.494265,0.44692375,224,6971,275.63251397,0,1045,9880,0,701,6685.5,2204,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.56736366824579,46.83472316612747]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b69,NA,NA,0.12795125,0.1713875,0.14750375,NA,0.02462,0.0990075,22280,0,0.09291625,-0.01108874999999999,0.02462,0.0990075,0.09291625,0.12795125,0.1713875,0.14750375,224,6963,284.50569389,0,1047,9880,0,671,7417,2208,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.9489824546018,46.78904859403702]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b6a,NA,NA,0.10619875,0.1122075,0.10255499999999998,NA,0.04993375000000001,0.0746425,22280,0,0.08263124999999999,0.01786875,0.04993375000000001,0.0746425,0.08263124999999999,0.10619875,0.1122075,0.10255499999999998,224,6962,283.36407521,0,1047,9880,0,675,7319,2208,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.95198788871183,46.79404278721688]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b6b,NA,NA,0.4985825,0.4540050000000001,0.41105,NA,0.4728975,0.4697075,22280,0,0.4845025,0.466545,0.4728975,0.4697075,0.4845025,0.4985825,0.4540050000000001,0.41105,224,6964,274.38322766,0,1041,9880,0,707,6572,2193,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.18267256126397,47.04962954139829]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b6c,NA,NA,0.9870375,0.6097375,0.418585,NA,1.0358775,0.997625,22280,0,1.0023275,1.0208075,1.0358775,0.997625,1.0023275,0.9870375,0.6097375,0.418585,192,6955,273.03652778000003,0,1042,9880,0,713,6467,2197,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.0625087060757,47.062494047937484]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b6d,NA,NA,0.299785,0.3296775,0.31790749999999995,NA,0.2169825,0.2373325,22280,0,0.255785,0.20161,0.2169825,0.2373325,0.255785,0.299785,0.3296775,0.31790749999999995,224,6925,278.51903186,0,1050,9880,0,695,6896,2214,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.4356997914407,47.08938242728977]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b6e,NA,NA,0.427055,0.41743,0.39488000000000006,NA,0.37398,0.3830275,22280,0,0.3965025,0.35794750000000003,0.37398,0.3830275,0.3965025,0.427055,0.41743,0.39488000000000006,64,6981,274.82757026,0,1038,9880,0,703,6614,2189,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.2180332326178,46.97612571963329]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b6f,NA,NA,0.4110225,0.41512,0.4029375,NA,0.3433175,0.35671,22280,0,0.376785,0.32327,0.3433175,0.35671,0.376785,0.4110225,0.41512,0.4029375,160,6978,275.69916536,0,1039,9880,0,700,6682,2190,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.26472447974844,46.971911869137784]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b70,NA,NA,0.503285,0.37343,0.2944775,NA,0.5247075000000001,0.460825,22280,0,0.478315,0.5058425,0.5247075000000001,0.460825,0.478315,0.503285,0.37343,0.2944775,192,6935,271.97694158,0,1047,9880,0,718,6382,2204,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.24485472545427,47.24850990748303]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b71,NA,NA,0.97294375,0.45873500000000006,0.27905,NA,1.01402875,0.98424625,22280,0,0.99296375,0.99634625,1.01402875,0.98424625,0.99296375,0.97294375,0.45873500000000006,0.27905,224,6977,271.91712623,0,1043,9880,0,715,6397,2199,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.32999680096877,46.835806727683455]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b72,NA,NA,0.16933875,0.25194875,0.22593375,NA,0.040405,0.11271625,22280,0,0.128405,0.04132624999999999,0.04040499999999999,0.11271625,0.128405,0.16933875,0.25194875,0.22593375,194,6976,281.06374774999995,0,1044,9880,0,681,7127,2201,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.42063248898111,46.811375313011624]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b73,NA,NA,0.64678,0.54107,0.45850125,NA,0.6457075,0.634845,22280,0,0.64071625,0.6397400000000001,0.6457075,0.634845,0.64071625,0.64678,0.54107,0.45850125,224,6975,274.57121875999997,0,1043,9880,0,705,6600,2199,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.38630186997062,46.884638343319736]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b74,NA,NA,0.1835425,0.2565275,0.252045,NA,0.03028499999999999,0.12597124999999998,22280,0,0.133135,0.03216874999999999,0.03028499999999999,0.12597124999999998,0.133135,0.1835425,0.2565275,0.252045,224,6975,280.26222206,0,1042,9880,0,684,7057,2198,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.37153778638266,46.90856587957253]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b75,NA,NA,0.1233725,0.18336375,0.19109125,NA,0.05170749999999999,0.105525,22280,0,0.091005,0.03890625,0.05170749999999999,0.105525,0.091005,0.1233725,0.18336375,0.19109125,224,6975,279.70166678,0,1042,9880,0,686,7010,2198,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.36810427857152,46.90821361058931]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b76,NA,NA,0.03057375,0.078588749999999985,0.07498625,NA,-0.03526125000000001,0.00849124999999999,22280,0,-7.500000000000562e-5,-0.0633525,-0.03526125000000001,0.00849124999999999,-7.500000000000562e-5,0.03057374999999999,0.078588749999999985,0.07498625,224,6975,281.51321738,0,1042,9880,0,680,7161,2198,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.36673087544705,46.90622039241842]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b77,NA,NA,0.09722,0.15492875,0.16471875,NA,0.0557775,0.10096000000000002,22280,0,0.08026625000000001,0.04941124999999999,0.05577749999999999,0.10096000000000002,0.08026625000000001,0.09722,0.15492875,0.16471875,224,6976,281.01931348999994,0,1042,9880,0,682,7119.5,2197,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.31694947128638,46.89414068766463]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b78,NA,NA,0.09903499999999998,0.13731500000000002,0.1284875,NA,-0.0120925,0.08275500000000002,22280,0,0.07332250000000001,-0.05668375,-0.0120925,0.08275500000000002,0.07332250000000001,0.09903499999999998,0.13731500000000002,0.1284875,224,6977,282.74028656,0,1042,9880,0,676,7265.5,2197,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.25309514420104,46.87477927089057]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b79,NA,NA,0.14416250000000003,0.16091,0.1430075,NA,0.1355825,0.13261250000000002,22280,0,0.1322275,0.12724999999999995,0.1355825,0.13261250000000002,0.1322275,0.14416250000000003,0.16091,0.1430075,160,6968,283.32134996,0,1044,9880,0,675,7314,2203,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-91.51262374371369,46.97406115584554]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b7a,NA,NA,0.80232,0.6259899999999999,0.5013325000000001,NA,0.816015,0.78231375,22280,0,0.7977412500000001,0.797425,0.816015,0.78231375,0.7977412500000001,0.80232,0.6259899999999999,0.5013325000000001,224,6988,277.9277144,0,1042,9880,0,691,6875,2199,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-90.81303537943857,46.68285956155026]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b7b,NA,NA,0.62990875,0.51181,0.41683875,NA,0.63158625,0.6189912500000001,22280,0,0.62236,0.62064125,0.63158625,0.6189912500000001,0.62236,0.62990875,0.51181,0.41683875,224,6988,279.34619269999996,0,1042,9880,0,686,6991,2199,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-90.79724124350727,46.70052206082296]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b7c,NA,NA,0.9095425,0.7189262500000001,0.5695875,NA,0.8814375000000001,0.8779450000000001,22280,0,0.8980750000000001,0.8582962500000001,0.8814375000000001,0.8779450000000001,0.8980750000000001,0.9095425,0.7189262500000001,0.5695875,224,6987,279.34106567,0,1042,9880,0,686.5,6989,2198,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-90.83706993411664,46.7273569309626]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b7d,NA,NA,0.66838125,0.493715,0.36639,NA,0.66992125,0.6429162500000001,22280,0,0.6539987500000001,0.6656725,0.66992125,0.6429162500000001,0.6539987500000001,0.66838125,0.493715,0.36639,224,6986,278.33616779,0,1042,9880,0,690,6906,2198,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-90.86110002969367,46.73982903660909]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b7e,NA,NA,0.51075125,0.42998375000000005,0.3556925,NA,0.48028125,0.47673375,22280,0,0.49139125,0.46633875,0.48028125,0.47673375,0.49139125,0.51075125,0.42998375000000005,0.3556925,224,6984,279.5000036,0,1042,9880,0,686,7001,2199,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-90.6623177638321,46.758178237444014]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b7f,NA,NA,0.57609125,0.51754375,0.45415625,NA,0.53046875,0.539365,22280,0,0.5551775,0.51438125,0.53046875,0.539365,0.5551775,0.57609125,0.51754375,0.45415625,128,6986,280.04005076,0,1043,9880,0,684,7048,2200,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-90.68120205679344,46.72194358228372]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b80,NA,NA,0.43679,0.387455,0.32419125,NA,0.40852,0.43019,22280,0,0.43254125,0.39918375,0.40852,0.43019,0.43254125,0.43679,0.387455,0.32419125,96,6956,280.94924407999997,0,1048,9880,0,684,7121.5,2219,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-90.527733175837,46.736065555319975]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00000000000000001b81,NA,NA,0.6243125,0.56036125,0.50948625,NA,0.6032612500000001,0.5998375,22280,0,0.6129962499999999,0.58293875,0.6032612500000001,0.5998375,0.6129962499999999,0.6243125,0.56036125,0.50948625,224,6955,282.34550525,0,1047,9880,0,679,7237.5,2218,1,cloud,2022-07-24,0,LS9,2022-07-24T00:00:00Z,MRB,"{""type"":""Point"",""coordinates"":[-90.53494354224041,46.75582829118885]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
